,Country,Year,Fossil fuels,Gas,Coal,Oil,Solar,Wind,Low-cacbon,Renewables,Hydropower
1016,Russia,2012,"50,211 kWh","29,842 kWh","7,970 kWh","12,399 kWh",0 kWh,0 kWh,"50,211 kWh","3,130 kWh","3,120 kWh"
1017,Saudi Arabia,2012,"88,060 kWh","30,616 kWh",29 kWh,"57,415 kWh",2 kWh,0 kWh,"88,060 kWh",,
1018,Singapore,2012,"149,095 kWh","16,595 kWh",54 kWh,"132,446 kWh",4 kWh,0 kWh,"149,095 kWh",,
1019,Slovakia,2012,"24,513 kWh","9,385 kWh","7,402 kWh","7,725 kWh",215 kWh,3 kWh,"24,513 kWh","3,055 kWh","2,080 kWh"
1020,Slovenia,2012,"26,399 kWh","3,988 kWh","7,767 kWh","14,644 kWh",216 kWh,0 kWh,"26,399 kWh","6,081 kWh","5,166 kWh"
1021,South Africa,2012,"26,033 kWh",820 kWh,"19,332 kWh","5,882 kWh",4 kWh,2 kWh,"26,033 kWh",95 kWh,53 kWh
1022,South Korea,2012,"56,334 kWh","10,583 kWh","18,894 kWh","26,856 kWh",62 kWh,50 kWh,"56,334 kWh",500 kWh,219 kWh
1023,Spain,2012,"26,553 kWh","7,106 kWh","3,853 kWh","15,593 kWh",702 kWh,"2,901 kWh","26,553 kWh","5,670 kWh","1,205 kWh"
1024,Sri Lanka,2012,,,252 kWh,"3,002 kWh",1 kWh,19 kWh,,455 kWh,431 kWh
1025,Sweden,2012,"21,077 kWh","1,115 kWh","2,567 kWh","17,395 kWh",5 kWh,"2,056 kWh","21,077 kWh","29,568 kWh","22,650 kWh"
1026,Switzerland,2012,"21,462 kWh","4,256 kWh",180 kWh,"17,026 kWh",103 kWh,30 kWh,"21,462 kWh","13,995 kWh","13,238 kWh"
1027,Taiwan,2012,"49,725 kWh","7,698 kWh","19,731 kWh","22,296 kWh",19 kWh,167 kWh,"49,725 kWh","1,139 kWh",669 kWh
1028,Thailand,2012,"18,085 kWh","7,032 kWh","2,770 kWh","8,283 kWh",20 kWh,1 kWh,"18,085 kWh",732 kWh,334 kWh
1029,Trinidad and Tobago,2012,"158,063 kWh","141,473 kWh",0 kWh,"16,590 kWh",8 kWh,0 kWh,"158,063 kWh",8 kWh,0 kWh
1030,Turkey,2012,"16,599 kWh","5,755 kWh","5,638 kWh","5,206 kWh",0 kWh,213 kWh,"16,599 kWh","2,389 kWh","2,108 kWh"
1031,Turkmenistan,2012,,"42,022 kWh",,"13,294 kWh",0 kWh,0 kWh,,2 kWh,2 kWh
1032,USSR,2012,,,,,,,,,
1033,Ukraine,2012,"25,877 kWh","11,417 kWh","10,941 kWh","3,519 kWh",20 kWh,17 kWh,"25,877 kWh",680 kWh,633 kWh
1034,United Arab Emirates,2012,"123,951 kWh","73,781 kWh","1,855 kWh","48,315 kWh",8 kWh,0 kWh,"123,951 kWh",,
1035,United Kingdom,2012,"32,351 kWh","12,051 kWh","7,072 kWh","13,227 kWh",58 kWh,853 kWh,"32,351 kWh","2,039 kWh",228 kWh
1036,United States,2012,"66,926 kWh","21,731 kWh","15,280 kWh","29,915 kWh",78 kWh,"1,232 kWh","66,926 kWh","5,447 kWh","2,373 kWh"
1037,Uzbekistan,2012,"17,816 kWh","15,672 kWh",453 kWh,"1,691 kWh",0 kWh,0 kWh,"17,816 kWh",591 kWh,591 kWh
1038,Venezuela,2012,"26,840 kWh","11,745 kWh",83 kWh,"15,012 kWh",0 kWh,0 kWh,"26,840 kWh","7,605 kWh","7,605 kWh"
1039,Vietnam,2012,"5,351 kWh","1,011 kWh","2,097 kWh","2,243 kWh",0 kWh,1 kWh,"5,351 kWh","1,640 kWh","1,637 kWh"
1040,Algeria,2013,"14,122 kWh","8,453 kWh",48 kWh,"5,620 kWh",2 kWh,0 kWh,"14,122 kWh",9 kWh,7 kWh
1041,Argentina,2013,"20,237 kWh","10,859 kWh",352 kWh,"9,026 kWh",1 kWh,29 kWh,"20,237 kWh","2,533 kWh","2,107 kWh"
1042,Australia,2013,"62,924 kWh","15,144 kWh","22,769 kWh","25,010 kWh",454 kWh,"1,092 kWh","62,924 kWh","4,383 kWh","2,251 kWh"
1043,Austria,2013,"31,387 kWh","9,671 kWh","4,497 kWh","17,220 kWh",201 kWh,"1,013 kWh","31,387 kWh","17,106 kWh","13,505 kWh"
1044,Azerbaijan,2013,"15,641 kWh","9,796 kWh",4 kWh,"5,841 kWh",0 kWh,0 kWh,"15,641 kWh",445 kWh,422 kWh
1045,Bangladesh,2013,"1,976 kWh","1,425 kWh",96 kWh,455 kWh,2 kWh,0 kWh,"1,976 kWh",15 kWh,13 kWh
1046,Belarus,2013,"30,326 kWh","19,884 kWh","1,008 kWh","9,434 kWh",0 kWh,2 kWh,"30,326 kWh",96 kWh,39 kWh
1047,Belgium,2013,"49,722 kWh","14,890 kWh","3,684 kWh","31,148 kWh",649 kWh,900 kWh,"49,722 kWh","3,452 kWh",93 kWh
1048,Brazil,2013,"10,145 kWh","1,903 kWh",950 kWh,"7,292 kWh",0 kWh,89 kWh,"10,145 kWh","6,876 kWh","5,283 kWh"
1049,Bulgaria,2013,"18,959 kWh","3,707 kWh","9,302 kWh","5,950 kWh",511 kWh,504 kWh,"18,959 kWh","2,713 kWh","1,480 kWh"
1050,Canada,2013,"73,337 kWh","30,071 kWh","6,826 kWh","36,440 kWh",117 kWh,866 kWh,"73,337 kWh","33,053 kWh","30,453 kWh"
1051,Chile,2013,"19,188 kWh","3,034 kWh","5,014 kWh","11,141 kWh",1 kWh,85 kWh,"19,188 kWh","4,442 kWh","3,099 kWh"
1052,China,2013,"22,185 kWh","1,249 kWh","16,643 kWh","4,293 kWh",17 kWh,274 kWh,"22,185 kWh","2,204 kWh","1,802 kWh"
1053,Colombia,2013,"7,614 kWh","2,266 kWh","1,269 kWh","4,079 kWh",0 kWh,3 kWh,"7,614 kWh","2,876 kWh","2,615 kWh"
1054,Croatia,2013,"16,331 kWh","6,159 kWh","1,822 kWh","8,350 kWh",7 kWh,327 kWh,"16,331 kWh","5,966 kWh","5,453 kWh"
1055,Cyprus,2013,,,2 kWh,"23,297 kWh",110 kWh,539 kWh,,,
1056,Czechia,2013,"36,077 kWh","7,683 kWh","18,689 kWh","9,705 kWh",527 kWh,125 kWh,"36,077 kWh","2,899 kWh",709 kWh
1057,Denmark,2013,"28,399 kWh","6,808 kWh","6,697 kWh","14,895 kWh",251 kWh,"5,389 kWh","28,399 kWh","8,537 kWh",7 kWh
1058,Ecuador,2013,"9,431 kWh",541 kWh,9 kWh,"8,880 kWh",1 kWh,10 kWh,"9,431 kWh","1,986 kWh","1,913 kWh"
1059,Egypt,2013,"9,935 kWh","5,301 kWh",48 kWh,"4,586 kWh",1 kWh,46 kWh,"9,935 kWh",433 kWh,386 kWh
1060,Estonia,2013,"55,908 kWh","4,896 kWh","36,742 kWh","14,269 kWh",3 kWh,"1,094 kWh","55,908 kWh","2,866 kWh",54 kWh
1061,Finland,2013,"37,186 kWh","5,462 kWh","10,672 kWh","21,052 kWh",3 kWh,388 kWh,"37,186 kWh","14,307 kWh","6,433 kWh"
1062,France,2013,"23,700 kWh","7,128 kWh","2,124 kWh","14,449 kWh",204 kWh,691 kWh,"23,700 kWh","4,726 kWh","3,049 kWh"
1063,Germany,2013,"38,533 kWh","10,403 kWh","11,795 kWh","16,335 kWh","1,022 kWh","1,760 kWh","38,533 kWh","5,713 kWh",767 kWh
1064,Greece,2013,"26,339 kWh","3,798 kWh","7,445 kWh","15,096 kWh",911 kWh,"1,034 kWh","26,339 kWh","3,741 kWh","1,585 kWh"
1065,Hong Kong,2013,"44,509 kWh","3,403 kWh","12,386 kWh","28,720 kWh",1 kWh,0 kWh,"44,509 kWh",38 kWh,0 kWh
1066,Hungary,2013,"18,981 kWh","9,177 kWh","2,686 kWh","7,119 kWh",7 kWh,198 kWh,"18,981 kWh","1,014 kWh",59 kWh
1067,Iceland,2013,,,"3,935 kWh","26,625 kWh",0 kWh,46 kWh,,"150,644 kWh","108,187 kWh"
1068,India,2013,"5,074 kWh",380 kWh,"3,106 kWh","1,589 kWh",7 kWh,63 kWh,"5,074 kWh",414 kWh,279 kWh
1069,Indonesia,2013,"6,903 kWh","1,757 kWh","1,740 kWh","3,406 kWh",0 kWh,0 kWh,"6,903 kWh",322 kWh,182 kWh
1070,Iran,2013,"33,091 kWh","19,607 kWh",113 kWh,"13,371 kWh",0 kWh,8 kWh,"33,091 kWh",516 kWh,508 kWh
1071,Iraq,2013,,"1,993 kWh",,"11,011 kWh",4 kWh,0 kWh,,358 kWh,354 kWh
1072,Ireland,2013,"32,311 kWh","9,735 kWh","5,185 kWh","17,391 kWh",0 kWh,"2,698 kWh","32,311 kWh","3,645 kWh",356 kWh
1073,Israel,2013,"34,442 kWh","8,588 kWh","10,670 kWh","15,184 kWh",171 kWh,2 kWh,"34,442 kWh",213 kWh,10 kWh
1074,Italy,2013,"25,389 kWh","11,066 kWh","2,610 kWh","11,714 kWh",976 kWh,673 kWh,"25,389 kWh","5,427 kWh","2,385 kWh"
1075,Japan,2013,"40,205 kWh","9,676 kWh","11,039 kWh","19,490 kWh",276 kWh,110 kWh,"40,205 kWh","2,667 kWh","1,693 kWh"
1076,Kazakhstan,2013,"41,242 kWh","6,447 kWh","25,129 kWh","9,667 kWh",0 kWh,1 kWh,"41,242 kWh","1,216 kWh","1,215 kWh"
1077,Kuwait,2013,"116,451 kWh","48,732 kWh",874 kWh,"66,845 kWh",0 kWh,0 kWh,"116,451 kWh",,
1078,Latvia,2013,"16,797 kWh","6,922 kWh",416 kWh,"9,459 kWh",0 kWh,160 kWh,"16,797 kWh","4,978 kWh","3,907 kWh"
1079,Lithuania,2013,"19,285 kWh","8,313 kWh","1,033 kWh","9,940 kWh",40 kWh,542 kWh,"19,285 kWh","1,653 kWh",469 kWh
1080,Luxembourg,2013,"81,056 kWh","19,058 kWh","1,026 kWh","60,973 kWh",370 kWh,417 kWh,"81,056 kWh","3,081 kWh",598 kWh
1081,Malaysia,2013,"34,793 kWh","14,789 kWh","5,811 kWh","14,193 kWh",13 kWh,0 kWh,"34,793 kWh","1,269 kWh","1,067 kWh"
1082,Mexico,2013,"17,915 kWh","6,633 kWh","1,264 kWh","10,019 kWh",2 kWh,97 kWh,"17,915 kWh",930 kWh,651 kWh
1083,Morocco,2013,"6,008 kWh",358 kWh,"1,032 kWh","4,617 kWh",0 kWh,98 kWh,"6,008 kWh",323 kWh,225 kWh
1084,Netherlands,2013,"60,209 kWh","23,189 kWh","5,644 kWh","31,376 kWh",83 kWh,909 kWh,"60,209 kWh","2,358 kWh",18 kWh
1085,New Zealand,2013,"33,920 kWh","10,575 kWh","4,017 kWh","19,328 kWh",4 kWh,"1,238 kWh","33,920 kWh","19,906 kWh","14,102 kWh"
1086,North Macedonia,2013,"12,307 kWh",717 kWh,"6,441 kWh","5,149 kWh",12 kWh,0 kWh,"12,307 kWh","2,070 kWh","2,054 kWh"
1087,Norway,2013,"33,413 kWh","7,839 kWh","1,777 kWh","23,797 kWh",5 kWh,"1,009 kWh","33,413 kWh","70,299 kWh","68,737 kWh"
1088,Oman,2013,"83,182 kWh","56,928 kWh",137 kWh,"26,118 kWh",1 kWh,0 kWh,"83,182 kWh",,
1089,Pakistan,2013,"3,185 kWh","1,733 kWh",182 kWh,"1,270 kWh",2 kWh,2 kWh,"3,185 kWh",422 kWh,418 kWh
1090,Peru,2013,"6,461 kWh","2,231 kWh",341 kWh,"3,889 kWh",18 kWh,0 kWh,"6,461 kWh","2,281 kWh","2,025 kWh"
1091,Philippines,2013,"3,293 kWh",337 kWh,"1,167 kWh","1,789 kWh",0 kWh,2 kWh,"3,293 kWh",572 kWh,274 kWh
1092,Poland,2013,"28,049 kWh","4,510 kWh","16,080 kWh","7,459 kWh",0 kWh,424 kWh,"28,049 kWh","1,529 kWh",172 kWh
1093,Portugal,2013,"19,768 kWh","4,127 kWh","2,945 kWh","12,697 kWh",125 kWh,"3,129 kWh","19,768 kWh","8,116 kWh","3,576 kWh"
1094,Qatar,2013,"236,061 kWh","173,319 kWh",37 kWh,"62,705 kWh",5 kWh,0 kWh,"236,061 kWh",,
1095,Romania,2013,"13,947 kWh","5,702 kWh","3,406 kWh","4,838 kWh",57 kWh,614 kWh,"13,947 kWh","2,809 kWh","2,009 kWh"
1096,Russia,2013,"49,226 kWh","29,514 kWh","7,313 kWh","12,400 kWh",0 kWh,0 kWh,"49,226 kWh","3,439 kWh","3,430 kWh"
1097,Saudi Arabia,2013,"86,750 kWh","30,185 kWh",36 kWh,"56,529 kWh",4 kWh,0 kWh,"86,750 kWh",,
1098,Singapore,2013,"147,900 kWh","18,282 kWh",559 kWh,"129,058 kWh",6 kWh,0 kWh,"147,900 kWh",,
1099,Slovakia,2013,"24,849 kWh","9,790 kWh","7,351 kWh","7,708 kWh",296 kWh,3 kWh,"24,849 kWh","3,495 kWh","2,440 kWh"
1100,Slovenia,2013,"25,232 kWh","3,912 kWh","7,491 kWh","13,829 kWh",283 kWh,5 kWh,"25,232 kWh","7,109 kWh","6,088 kWh"
1101,South Africa,2013,"25,732 kWh",753 kWh,"19,075 kWh","5,905 kWh",12 kWh,2 kWh,"25,732 kWh",108 kWh,56 kWh
1102,South Korea,2013,"56,552 kWh","10,974 kWh","18,930 kWh","26,648 kWh",91 kWh,62 kWh,"56,552 kWh",645 kWh,233 kWh
1103,Spain,2013,"24,056 kWh","6,508 kWh","2,844 kWh","14,704 kWh",767 kWh,"3,261 kWh","24,056 kWh","6,768 kWh","2,151 kWh"
1104,Sri Lanka,2013,,,264 kWh,"2,555 kWh",2 kWh,30 kWh,,930 kWh,894 kWh
1105,Sweden,2013,"20,660 kWh","1,061 kWh","2,595 kWh","17,005 kWh",10 kWh,"2,780 kWh","20,660 kWh","24,679 kWh","17,332 kWh"
1106,Switzerland,2013,"22,240 kWh","4,431 kWh",191 kWh,"17,617 kWh",168 kWh,30 kWh,"22,240 kWh","13,809 kWh","12,961 kWh"
1107,Taiwan,2013,"50,576 kWh","7,689 kWh","20,044 kWh","22,844 kWh",38 kWh,192 kWh,"50,576 kWh","1,153 kWh",633 kWh
1108,Thailand,2013,"18,060 kWh","7,023 kWh","2,710 kWh","8,328 kWh",49 kWh,14 kWh,"18,060 kWh",749 kWh,212 kWh
1109,Trinidad and Tobago,2013,"159,839 kWh","141,287 kWh",0 kWh,"18,552 kWh",8 kWh,0 kWh,"159,839 kWh",8 kWh,0 kWh
1110,Turkey,2013,"16,008 kWh","5,742 kWh","4,794 kWh","5,473 kWh",0 kWh,269 kWh,"16,008 kWh","2,524 kWh","2,115 kWh"
1111,Turkmenistan,2013,,"34,768 kWh",,"13,475 kWh",1 kWh,0 kWh,,2 kWh,2 kWh
1112,USSR,2013,,,,,,,,,
1113,Ukraine,2013,"24,504 kWh","10,528 kWh","10,634 kWh","3,342 kWh",34 kWh,38 kWh,"24,504 kWh",921 kWh,830 kWh
1114,United Arab Emirates,2013,"129,459 kWh","73,984 kWh","2,352 kWh","53,124 kWh",27 kWh,0 kWh,"129,459 kWh",,
1115,United Kingdom,2013,"31,439 kWh","11,870 kWh","6,764 kWh","12,806 kWh",85 kWh,"1,204 kWh","31,439 kWh","2,571 kWh",199 kWh
1116,United States,2013,"68,008 kWh","22,138 kWh","15,725 kWh","30,145 kWh",137 kWh,"1,447 kWh","68,008 kWh","5,747 kWh","2,275 kWh"
1117,Uzbekistan,2013,"17,630 kWh","15,403 kWh",666 kWh,"1,561 kWh",0 kWh,0 kWh,"17,630 kWh",570 kWh,570 kWh
1118,Venezuela,2013,"26,858 kWh","10,827 kWh",82 kWh,"15,949 kWh",0 kWh,8 kWh,"26,858 kWh","7,452 kWh","7,444 kWh"
1119,Vietnam,2013,"5,555 kWh","1,042 kWh","2,215 kWh","2,298 kWh",0 kWh,2 kWh,"5,555 kWh","1,750 kWh","1,746 kWh"
1120,Algeria,2014,"15,091 kWh","9,312 kWh",54 kWh,"5,726 kWh",4 kWh,0 kWh,"15,091 kWh",18 kWh,13 kWh
1121,Argentina,2014,"20,020 kWh","10,778 kWh",371 kWh,"8,872 kWh",1 kWh,39 kWh,"20,020 kWh","2,526 kWh","2,051 kWh"
1122,Australia,2014,"62,762 kWh","16,007 kWh","22,237 kWh","24,518 kWh",572 kWh,"1,129 kWh","62,762 kWh","3,982 kWh","1,672 kWh"
1123,Austria,2014,"29,269 kWh","8,789 kWh","4,098 kWh","16,382 kWh",249 kWh,"1,219 kWh","29,269 kWh","16,928 kWh","12,999 kWh"
1124,Azerbaijan,2014,"15,754 kWh","10,116 kWh",2 kWh,"5,636 kWh",1 kWh,1 kWh,"15,754 kWh",391 kWh,361 kWh
1125,Bangladesh,2014,"2,028 kWh","1,476 kWh",60 kWh,492 kWh,3 kWh,0 kWh,"2,028 kWh",13 kWh,10 kWh
1126,Belarus,2014,"30,334 kWh","19,726 kWh",999 kWh,"9,609 kWh",1 kWh,3 kWh,"30,334 kWh",93 kWh,34 kWh
1127,Belgium,2014,"46,813 kWh","12,940 kWh","3,550 kWh","30,323 kWh",700 kWh,"1,119 kWh","46,813 kWh","3,583 kWh",71 kWh
1128,Brazil,2014,"10,518 kWh","1,998 kWh","1,002 kWh","7,518 kWh",0 kWh,163 kWh,"10,518 kWh","6,805 kWh","4,972 kWh"
1129,Bulgaria,2014,"20,201 kWh","3,711 kWh","10,018 kWh","6,472 kWh",462 kWh,489 kWh,"20,201 kWh","2,900 kWh","1,691 kWh"
1130,Canada,2014,"73,456 kWh","31,025 kWh","6,429 kWh","36,003 kWh",162 kWh,981 kWh,"73,456 kWh","31,920 kWh","29,268 kWh"
1131,Chile,2014,"18,433 kWh","2,487 kWh","5,007 kWh","10,939 kWh",70 kWh,221 kWh,"18,433 kWh","4,722 kWh","3,530 kWh"
1132,China,2014,"22,257 kWh","1,360 kWh","16,463 kWh","4,434 kWh",46 kWh,312 kWh,"22,257 kWh","2,565 kWh","2,073 kWh"
1133,Colombia,2014,"8,050 kWh","2,439 kWh","1,332 kWh","4,280 kWh",0 kWh,4 kWh,"8,050 kWh","2,888 kWh","2,597 kWh"
1134,Croatia,2014,"16,029 kWh","5,482 kWh","1,756 kWh","8,792 kWh",22 kWh,462 kWh,"16,029 kWh","6,382 kWh","5,695 kWh"
1135,Cyprus,2014,,,22 kWh,"23,169 kWh",192 kWh,423 kWh,,,
1136,Czechia,2014,"35,210 kWh","6,836 kWh","18,107 kWh","10,267 kWh",548 kWh,123 kWh,"35,210 kWh","2,928 kWh",492 kWh
1137,Denmark,2014,"25,942 kWh","5,821 kWh","5,284 kWh","14,837 kWh",286 kWh,"6,270 kWh","25,942 kWh","9,452 kWh",7 kWh
1138,Ecuador,2014,"9,771 kWh",547 kWh,9 kWh,"9,216 kWh",3 kWh,14 kWh,"9,771 kWh","2,045 kWh","1,945 kWh"
1139,Egypt,2014,"9,581 kWh","4,835 kWh",47 kWh,"4,699 kWh",4 kWh,29 kWh,"9,581 kWh",418 kWh,385 kWh
1140,Estonia,2014,"53,129 kWh","3,853 kWh","36,028 kWh","13,247 kWh",6 kWh,"1,245 kWh","53,129 kWh","3,285 kWh",56 kWh
1141,Finland,2014,"34,172 kWh","4,863 kWh","9,526 kWh","19,784 kWh",4 kWh,549 kWh,"34,172 kWh","14,995 kWh","6,645 kWh"
1142,France,2014,"21,466 kWh","5,962 kWh","1,580 kWh","13,925 kWh",252 kWh,735 kWh,"21,466 kWh","4,499 kWh","2,677 kWh"
1143,Germany,2014,"36,198 kWh","9,027 kWh","11,311 kWh","15,860 kWh","1,173 kWh","1,936 kWh","36,198 kWh","6,045 kWh",648 kWh
1144,Greece,2014,"25,136 kWh","2,909 kWh","7,189 kWh","15,038 kWh",946 kWh,920 kWh,"25,136 kWh","3,209 kWh","1,117 kWh"
1145,Hong Kong,2014,"43,117 kWh","3,247 kWh","12,884 kWh","26,986 kWh",1 kWh,0 kWh,"43,117 kWh",31 kWh,0 kWh
1146,Hungary,2014,"18,834 kWh","8,228 kWh","2,662 kWh","7,943 kWh",18 kWh,180 kWh,"18,834 kWh","1,190 kWh",83 kWh
1147,Iceland,2014,,,"3,188 kWh","27,539 kWh",0 kWh,69 kWh,,"148,214 kWh","106,438 kWh"
1148,India,2014,"5,350 kWh",371 kWh,"3,367 kWh","1,612 kWh",10 kWh,69 kWh,"5,350 kWh",438 kWh,288 kWh
1149,Indonesia,2014,"6,902 kWh","1,719 kWh","1,831 kWh","3,353 kWh",0 kWh,0 kWh,"6,902 kWh",333 kWh,160 kWh
1150,Iran,2014,"33,843 kWh","21,686 kWh",132 kWh,"12,025 kWh",0 kWh,7 kWh,"33,843 kWh",500 kWh,491 kWh
1151,Iraq,2014,,"2,049 kWh",,"10,567 kWh",4 kWh,0 kWh,,213 kWh,209 kWh
1152,Ireland,2014,"31,514 kWh","9,364 kWh","5,060 kWh","17,090 kWh",1 kWh,"3,013 kWh","31,514 kWh","4,086 kWh",415 kWh
1153,Israel,2014,"32,877 kWh","9,217 kWh","9,742 kWh","13,917 kWh",290 kWh,14 kWh,"32,877 kWh",350 kWh,4 kWh
1154,Italy,2014,"23,448 kWh","9,776 kWh","2,544 kWh","11,128 kWh","1,002 kWh",682 kWh,"23,448 kWh","5,767 kWh","2,629 kWh"
1155,Japan,2014,"39,196 kWh","9,786 kWh","10,870 kWh","18,540 kWh",500 kWh,107 kWh,"39,196 kWh","2,950 kWh","1,736 kWh"
1156,Kazakhstan,2014,"42,673 kWh","8,430 kWh","24,483 kWh","9,760 kWh",0 kWh,2 kWh,"42,673 kWh","1,275 kWh","1,272 kWh"
1157,Kuwait,2014,"114,803 kWh","47,510 kWh",673 kWh,"66,620 kWh",2 kWh,0 kWh,"114,803 kWh",,
1158,Latvia,2014,"16,238 kWh","6,284 kWh",346 kWh,"9,608 kWh",0 kWh,136 kWh,"16,238 kWh","4,024 kWh","2,686 kWh"
1159,Lithuania,2014,"18,742 kWh","8,019 kWh",883 kWh,"9,839 kWh",66 kWh,578 kWh,"18,742 kWh","1,680 kWh",360 kWh
1160,Luxembourg,2014,"76,148 kWh","17,634 kWh","1,117 kWh","57,398 kWh",462 kWh,389 kWh,"76,148 kWh","3,471 kWh",525 kWh
1161,Malaysia,2014,"34,471 kWh","14,608 kWh","5,832 kWh","14,032 kWh",20 kWh,0 kWh,"34,471 kWh","1,391 kWh","1,185 kWh"
1162,Mexico,2014,"17,329 kWh","6,640 kWh","1,246 kWh","9,444 kWh",5 kWh,147 kWh,"17,329 kWh","1,216 kWh",887 kWh
1163,Morocco,2014,"6,055 kWh",343 kWh,"1,371 kWh","4,341 kWh",0 kWh,152 kWh,"6,055 kWh",282 kWh,130 kWh
1164,Netherlands,2014,"57,049 kWh","20,248 kWh","6,211 kWh","30,590 kWh",125 kWh,926 kWh,"57,049 kWh","2,270 kWh",18 kWh
1165,New Zealand,2014,"34,672 kWh","11,583 kWh","3,657 kWh","19,431 kWh",11 kWh,"1,327 kWh","34,672 kWh","20,859 kWh","14,594 kWh"
1166,North Macedonia,2014,"11,619 kWh",614 kWh,"5,951 kWh","5,054 kWh",19 kWh,91 kWh,"11,619 kWh","1,664 kWh","1,553 kWh"
1167,Norway,2014,"32,593 kWh","8,306 kWh","1,925 kWh","22,362 kWh",6 kWh,"1,169 kWh","32,593 kWh","73,041 kWh","71,428 kWh"
1168,Oman,2014,"78,766 kWh","53,162 kWh",104 kWh,"25,500 kWh",1 kWh,0 kWh,"78,766 kWh",,
1169,Pakistan,2014,"3,239 kWh","1,680 kWh",264 kWh,"1,295 kWh",3 kWh,4 kWh,"3,239 kWh",428 kWh,421 kWh
1170,Peru,2014,"6,568 kWh","2,448 kWh",333 kWh,"3,787 kWh",18 kWh,23 kWh,"6,568 kWh","2,289 kWh","1,982 kWh"
1171,Philippines,2014,"3,443 kWh",349 kWh,"1,221 kWh","1,872 kWh",0 kWh,4 kWh,"3,443 kWh",560 kWh,244 kWh
1172,Poland,2014,"26,807 kWh","4,410 kWh","14,905 kWh","7,493 kWh",0 kWh,539 kWh,"26,807 kWh","1,728 kWh",153 kWh
1173,Portugal,2014,"19,936 kWh","3,964 kWh","2,993 kWh","12,979 kWh",163 kWh,"3,152 kWh","19,936 kWh","8,664 kWh","4,052 kWh"
1174,Qatar,2014,"234,384 kWh","173,559 kWh",216 kWh,"60,609 kWh",8 kWh,0 kWh,"234,384 kWh",,
1175,Romania,2014,"14,029 kWh","5,438 kWh","3,380 kWh","5,211 kWh",175 kWh,640 kWh,"14,029 kWh","3,483 kWh","2,510 kWh"
1176,Russia,2014,"49,317 kWh","29,261 kWh","7,057 kWh","12,999 kWh",3 kWh,2 kWh,"49,317 kWh","3,271 kWh","3,256 kWh"
1177,Saudi Arabia,2014,"91,254 kWh","30,275 kWh",50 kWh,"60,929 kWh",4 kWh,0 kWh,"91,254 kWh",,
1178,Singapore,2014,"148,254 kWh","18,651 kWh",811 kWh,"128,792 kWh",13 kWh,0 kWh,"148,254 kWh",,
1179,Slovakia,2014,"22,453 kWh","8,095 kWh","7,213 kWh","7,146 kWh",298 kWh,3 kWh,"22,453 kWh","3,532 kWh","2,104 kWh"
1180,Slovenia,2014,"23,074 kWh","3,509 kWh","5,905 kWh","13,659 kWh",336 kWh,5 kWh,"23,074 kWh","8,933 kWh","7,954 kWh"
1181,South Africa,2014,"25,532 kWh",785 kWh,"19,016 kWh","5,731 kWh",53 kWh,53 kWh,"25,532 kWh",224 kWh,89 kWh
1182,South Korea,2014,"55,607 kWh","9,890 kWh","19,414 kWh","26,302 kWh",144 kWh,61 kWh,"55,607 kWh",765 kWh,147 kWh
1183,Spain,2014,"23,547 kWh","5,924 kWh","2,913 kWh","14,710 kWh",797 kWh,"3,033 kWh","23,547 kWh","6,725 kWh","2,284 kWh"
1184,Sri Lanka,2014,,,504 kWh,"2,877 kWh",4 kWh,35 kWh,,627 kWh,582 kWh
1185,Sweden,2014,"19,746 kWh",862 kWh,"2,409 kWh","16,474 kWh",13 kWh,"3,122 kWh","19,746 kWh","25,374 kWh","17,721 kWh"
1186,Switzerland,2014,"19,587 kWh","3,792 kWh",193 kWh,"15,602 kWh",279 kWh,33 kWh,"19,587 kWh","13,580 kWh","12,586 kWh"
1187,Taiwan,2014,"51,710 kWh","8,056 kWh","20,178 kWh","23,476 kWh",61 kWh,174 kWh,"51,710 kWh","1,008 kWh",499 kWh
1188,Thailand,2014,"18,463 kWh","7,139 kWh","2,971 kWh","8,353 kWh",75 kWh,15 kWh,"18,463 kWh",848 kWh,200 kWh
1189,Trinidad and Tobago,2014,"157,928 kWh","141,384 kWh",0 kWh,"16,544 kWh",9 kWh,0 kWh,"157,928 kWh",9 kWh,0 kWh
1190,Turkey,2014,"16,869 kWh","5,972 kWh","5,379 kWh","5,519 kWh",1 kWh,295 kWh,"16,869 kWh","1,849 kWh","1,410 kWh"
1191,Turkmenistan,2014,,"35,251 kWh",,"13,842 kWh",1 kWh,0 kWh,,3 kWh,2 kWh
1192,USSR,2014,,,,,,,,,
1193,Ukraine,2014,"21,053 kWh","8,930 kWh","9,164 kWh","2,959 kWh",26 kWh,68 kWh,"21,053 kWh",622 kWh,509 kWh
1194,United Arab Emirates,2014,"127,890 kWh","71,792 kWh","2,597 kWh","53,502 kWh",95 kWh,1 kWh,"127,890 kWh",,
1195,United Kingdom,2014,"28,949 kWh","10,815 kWh","5,422 kWh","12,712 kWh",170 kWh,"1,337 kWh","28,949 kWh","3,076 kWh",246 kWh
1196,United States,2014,"68,088 kWh","22,428 kWh","15,560 kWh","30,100 kWh",246 kWh,"1,544 kWh","68,088 kWh","5,863 kWh","2,151 kWh"
1197,Uzbekistan,2014,"17,968 kWh","15,945 kWh",604 kWh,"1,419 kWh",0 kWh,0 kWh,"17,968 kWh",550 kWh,550 kWh
