Country,Year,Fossil fuels,Gas,Coal,Oil,Solar,Wind,Renewables,Hydropower
Thailand,2016,"1,344 TWh",505.64 TWh,208.03 TWh,630.47 TWh,10 TWh,1 TWh,67 TWh,9 TWh
Trinidad and Tobago,2016,197 TWh,169.44 TWh,0.00 TWh,27.77 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2016,"1,442 TWh",445.05 TWh,447.26 TWh,549.44 TWh,3 TWh,42 TWh,245 TWh,180 TWh
Turkmenistan,2016,,251.15 TWh,,78.36 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2016,,,,,,,,
Ukraine,2016,817 TWh,314.21 TWh,377.39 TWh,125.16 TWh,1 TWh,3 TWh,25 TWh,21 TWh
United Arab Emirates,2016,"1,277 TWh",719.31 TWh,21.41 TWh,536.66 TWh,1 TWh,0 TWh,,
United Kingdom,2016,"1,819 TWh",806.74 TWh,141.17 TWh,870.94 TWh,28 TWh,99 TWh,249 TWh,14 TWh
United States,2016,"21,413 TWh","7,490.99 TWh","3,960.74 TWh","9,961.58 TWh",148 TWh,614 TWh,"2,131 TWh",706 TWh
Uzbekistan,2016,497 TWh,433.27 TWh,17.46 TWh,45.92 TWh,0 TWh,0 TWh,18 TWh,18 TWh
Venezuela,2016,675 TWh,372.39 TWh,1.71 TWh,301.23 TWh,0 TWh,0 TWh,169 TWh,169 TWh
Vietnam,2016,727 TWh,102.39 TWh,330.18 TWh,294.42 TWh,0 TWh,1 TWh,173 TWh,172 TWh
Algeria,2017,622 TWh,394.63 TWh,2.12 TWh,225.51 TWh,1 TWh,0 TWh,2 TWh,0 TWh
Argentina,2017,867 TWh,483.00 TWh,12.53 TWh,371.48 TWh,0 TWh,2 TWh,109 TWh,84 TWh
Australia,2017,"1,494 TWh",372.84 TWh,521.53 TWh,599.58 TWh,24 TWh,35 TWh,108 TWh,36 TWh
Austria,2017,273 TWh,90.70 TWh,36.56 TWh,145.85 TWh,3 TWh,17 TWh,144 TWh,102 TWh
Azerbaijan,2017,162 TWh,106.17 TWh,0.01 TWh,56.06 TWh,0 TWh,0 TWh,5 TWh,5 TWh
Bangladesh,2017,400 TWh,265.93 TWh,25.12 TWh,109.05 TWh,1 TWh,0 TWh,3 TWh,3 TWh
Belarus,2017,276 TWh,182.09 TWh,9.79 TWh,83.87 TWh,0 TWh,0 TWh,2 TWh,1 TWh
Belgium,2017,558 TWh,164.11 TWh,36.07 TWh,357.47 TWh,9 TWh,17 TWh,51 TWh,1 TWh
Brazil,2017,"1,946 TWh",376.32 TWh,195.27 TWh,"1,374.22 TWh",2 TWh,113 TWh,"1,477 TWh",987 TWh
Bulgaria,2017,160 TWh,32.14 TWh,71.00 TWh,56.92 TWh,4 TWh,4 TWh,18 TWh,8 TWh
Canada,2017,"2,580 TWh","1,097.82 TWh",221.60 TWh,"1,260.57 TWh",10 TWh,84 TWh,"1,203 TWh","1,050 TWh"
Chile,2017,350 TWh,56.15 TWh,89.69 TWh,204.00 TWh,10 TWh,10 TWh,101 TWh,57 TWh
China,2017,"31,511 TWh","2,412.52 TWh","21,915.44 TWh","7,183.17 TWh",314 TWh,811 TWh,"4,505 TWh","3,101 TWh"
Colombia,2017,383 TWh,118.31 TWh,48.43 TWh,216.45 TWh,0 TWh,0 TWh,167 TWh,153 TWh
Croatia,2017,76 TWh,29.00 TWh,4.56 TWh,42.00 TWh,0 TWh,3 TWh,19 TWh,14 TWh
Cyprus,2017,,,0.03 TWh,31.28 TWh,0 TWh,1 TWh,,
Czechia,2017,386 TWh,83.75 TWh,187.28 TWh,115.30 TWh,6 TWh,2 TWh,32 TWh,5 TWh
Denmark,2017,135 TWh,32.16 TWh,18.37 TWh,84.35 TWh,2 TWh,39 TWh,64 TWh,0 TWh
Ecuador,2017,139 TWh,8.23 TWh,0.09 TWh,130.87 TWh,0 TWh,0 TWh,55 TWh,53 TWh
Egypt,2017,"1,025 TWh",559.34 TWh,13.95 TWh,451.36 TWh,2 TWh,6 TWh,41 TWh,34 TWh
Estonia,2017,73 TWh,4.89 TWh,50.30 TWh,17.70 TWh,0 TWh,2 TWh,6 TWh,0 TWh
Finland,2017,176 TWh,18.32 TWh,46.65 TWh,110.74 TWh,0 TWh,13 TWh,94 TWh,39 TWh
France,2017,"1,437 TWh",447.66 TWh,106.46 TWh,883.07 TWh,24 TWh,65 TWh,280 TWh,130 TWh
Germany,2017,"3,065 TWh",877.38 TWh,835.93 TWh,"1,352.04 TWh",103 TWh,281 TWh,632 TWh,54 TWh
Greece,2017,283 TWh,53.57 TWh,55.78 TWh,173.99 TWh,11 TWh,15 TWh,39 TWh,11 TWh
Hong Kong,2017,359 TWh,31.16 TWh,72.97 TWh,254.96 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2017,216 TWh,99.34 TWh,26.14 TWh,90.40 TWh,1 TWh,2 TWh,12 TWh,1 TWh
Iceland,2017,,,1.33 TWh,12.11 TWh,0 TWh,0 TWh,51 TWh,37 TWh
India,2017,"7,845 TWh",536.00 TWh,"4,737.16 TWh","2,571.90 TWh",57 TWh,140 TWh,654 TWh,361 TWh
Indonesia,2017,"1,846 TWh",432.15 TWh,566.11 TWh,847.52 TWh,0 TWh,0 TWh,108 TWh,50 TWh
Iran,2017,"2,921 TWh","2,050.04 TWh",11.98 TWh,859.29 TWh,0 TWh,1 TWh,47 TWh,46 TWh
Iraq,2017,592 TWh,114.27 TWh,0.00 TWh,477.68 TWh,0 TWh,0 TWh,6 TWh,6 TWh
Ireland,2017,157 TWh,50.19 TWh,20.86 TWh,85.46 TWh,0 TWh,20 TWh,26 TWh,2 TWh
Israel,2017,282 TWh,98.94 TWh,58.19 TWh,124.57 TWh,4 TWh,0 TWh,5 TWh,0 TWh
Italy,2017,"1,541 TWh",715.79 TWh,111.90 TWh,713.69 TWh,65 TWh,47 TWh,302 TWh,96 TWh
Japan,2017,"4,756 TWh","1,169.86 TWh","1,415.96 TWh","2,169.76 TWh",144 TWh,16 TWh,463 TWh,211 TWh
Kazakhstan,2017,746 TWh,167.26 TWh,407.12 TWh,171.31 TWh,0 TWh,1 TWh,31 TWh,30 TWh
Kuwait,2017,451 TWh,210.28 TWh,1.96 TWh,238.53 TWh,0 TWh,0 TWh,,
Latvia,2017,34 TWh,11.96 TWh,0.48 TWh,21.38 TWh,0 TWh,0 TWh,15 TWh,12 TWh
Lithuania,2017,61 TWh,22.29 TWh,2.30 TWh,36.32 TWh,0 TWh,4 TWh,8 TWh,2 TWh
Luxembourg,2017,41 TWh,8.06 TWh,0.55 TWh,32.78 TWh,0 TWh,1 TWh,3 TWh,0 TWh
Malaysia,2017,"1,109 TWh",450.44 TWh,241.41 TWh,417.30 TWh,1 TWh,0 TWh,79 TWh,71 TWh
Mexico,2017,"2,128 TWh",860.34 TWh,176.75 TWh,"1,090.53 TWh",3 TWh,28 TWh,140 TWh,85 TWh
Morocco,2017,221 TWh,11.88 TWh,51.78 TWh,157.80 TWh,1 TWh,8 TWh,12 TWh,3 TWh
Netherlands,2017,990 TWh,362.78 TWh,106.97 TWh,520.25 TWh,6 TWh,28 TWh,53 TWh,0 TWh
New Zealand,2017,164 TWh,49.92 TWh,14.54 TWh,99.15 TWh,0 TWh,6 TWh,96 TWh,67 TWh
North Macedonia,2017,26 TWh,2.63 TWh,11.14 TWh,12.19 TWh,0 TWh,0 TWh,3 TWh,3 TWh
Norway,2017,166 TWh,45.95 TWh,9.51 TWh,110.46 TWh,0 TWh,8 TWh,393 TWh,379 TWh
Oman,2017,353 TWh,233.51 TWh,0.88 TWh,118.94 TWh,0 TWh,0 TWh,,
Pakistan,2017,830 TWh,407.40 TWh,83.12 TWh,339.49 TWh,2 TWh,5 TWh,90 TWh,80 TWh
Peru,2017,216 TWh,74.92 TWh,8.72 TWh,132.51 TWh,1 TWh,3 TWh,87 TWh,77 TWh
Philippines,2017,466 TWh,37.74 TWh,179.97 TWh,248.18 TWh,3 TWh,3 TWh,67 TWh,26 TWh
Poland,2017,"1,131 TWh",191.80 TWh,578.88 TWh,360.56 TWh,0 TWh,40 TWh,75 TWh,7 TWh
Portugal,2017,237 TWh,63.39 TWh,37.76 TWh,135.99 TWh,3 TWh,33 TWh,65 TWh,16 TWh
Qatar,2017,561 TWh,412.20 TWh,0.33 TWh,148.07 TWh,0 TWh,0 TWh,,
Romania,2017,292 TWh,112.90 TWh,62.51 TWh,116.11 TWh,5 TWh,20 TWh,68 TWh,39 TWh
Russia,2017,"7,126 TWh","4,311.01 TWh",976.11 TWh,"1,839.02 TWh",1 TWh,0 TWh,497 TWh,493 TWh
Saudi Arabia,2017,"3,182 TWh","1,092.50 TWh",1.34 TWh,"2,087.79 TWh",0 TWh,0 TWh,,
Singapore,2017,947 TWh,122.88 TWh,10.45 TWh,813.87 TWh,0 TWh,0 TWh,,
Slovakia,2017,136 TWh,48.11 TWh,38.87 TWh,49.12 TWh,1 TWh,0 TWh,20 TWh,12 TWh
Slovenia,2017,53 TWh,8.62 TWh,13.19 TWh,30.69 TWh,1 TWh,0 TWh,12 TWh,10 TWh
South Africa,2017,"1,405 TWh",40.11 TWh,"1,032.94 TWh",331.50 TWh,11 TWh,19 TWh,34 TWh,2 TWh
South Korea,2017,"3,004 TWh",497.56 TWh,"1,002.24 TWh","1,504.57 TWh",21 TWh,6 TWh,63 TWh,7 TWh
Spain,2017,"1,208 TWh",317.12 TWh,156.41 TWh,733.99 TWh,38 TWh,131 TWh,252 TWh,49 TWh
Sri Lanka,2017,,,15.80 TWh,73.33 TWh,1 TWh,1 TWh,13 TWh,11 TWh
Sweden,2017,193 TWh,9.62 TWh,22.97 TWh,160.91 TWh,1 TWh,47 TWh,277 TWh,173 TWh
Switzerland,2017,162 TWh,35.00 TWh,1.28 TWh,125.24 TWh,4 TWh,0 TWh,103 TWh,91 TWh
Taiwan,2017,"1,264 TWh",232.45 TWh,471.06 TWh,560.45 TWh,4 TWh,5 TWh,29 TWh,14 TWh
Thailand,2017,"1,358 TWh",500.84 TWh,208.86 TWh,648.61 TWh,12 TWh,3 TWh,78 TWh,12 TWh
Trinidad and Tobago,2017,209 TWh,183.49 TWh,0.00 TWh,25.78 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2017,"1,551 TWh",515.68 TWh,458.91 TWh,576.15 TWh,8 TWh,48 TWh,237 TWh,155 TWh
Turkmenistan,2017,,247.59 TWh,,78.41 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2017,,,,,,,,
Ukraine,2017,727 TWh,301.91 TWh,299.55 TWh,125.79 TWh,2 TWh,3 TWh,30 TWh,24 TWh
United Arab Emirates,2017,"1,228 TWh",671.85 TWh,24.76 TWh,531.08 TWh,2 TWh,0 TWh,,
United Kingdom,2017,"1,782 TWh",785.49 TWh,114.23 TWh,882.49 TWh,30 TWh,132 TWh,291 TWh,16 TWh
United States,2017,"21,310 TWh","7,399.92 TWh","3,852.59 TWh","10,057.77 TWh",208 TWh,684 TWh,"2,345 TWh",790 TWh
Uzbekistan,2017,511 TWh,447.82 TWh,16.49 TWh,46.23 TWh,0 TWh,0 TWh,21 TWh,21 TWh
Venezuela,2017,664 TWh,386.05 TWh,0.95 TWh,277.26 TWh,0 TWh,0 TWh,187 TWh,186 TWh
Vietnam,2017,734 TWh,95.21 TWh,329.92 TWh,308.50 TWh,0 TWh,1 TWh,234 TWh,233 TWh
Algeria,2018,668 TWh,434.09 TWh,5.82 TWh,227.79 TWh,2 TWh,0 TWh,2 TWh,0 TWh
Argentina,2018,855 TWh,487.02 TWh,13.71 TWh,354.63 TWh,0 TWh,4 TWh,112 TWh,85 TWh
Australia,2018,"1,491 TWh",371.91 TWh,508.88 TWh,610.11 TWh,33 TWh,43 TWh,135 TWh,46 TWh
Austria,2018,267 TWh,86.87 TWh,32.28 TWh,148.18 TWh,4 TWh,16 TWh,141 TWh,100 TWh
Azerbaijan,2018,166 TWh,108.16 TWh,0.01 TWh,58.12 TWh,0 TWh,0 TWh,5 TWh,5 TWh
Bangladesh,2018,427 TWh,274.29 TWh,28.57 TWh,124.59 TWh,1 TWh,0 TWh,3 TWh,2 TWh
Belarus,2018,305 TWh,193.14 TWh,14.69 TWh,97.50 TWh,0 TWh,0 TWh,2 TWh,1 TWh
Belgium,2018,588 TWh,168.74 TWh,35.87 TWh,383.16 TWh,10 TWh,20 TWh,54 TWh,1 TWh
Brazil,2018,"1,857 TWh",358.91 TWh,190.98 TWh,"1,307.22 TWh",9 TWh,128 TWh,"1,579 TWh","1,029 TWh"
Bulgaria,2018,150 TWh,30.23 TWh,63.45 TWh,56.66 TWh,4 TWh,3 TWh,28 TWh,14 TWh
Canada,2018,"2,644 TWh","1,162.04 TWh",181.72 TWh,"1,300.69 TWh",10 TWh,89 TWh,"1,178 TWh","1,021 TWh"
Chile,2018,354 TWh,56.37 TWh,86.56 TWh,211.40 TWh,14 TWh,9 TWh,114 TWh,62 TWh
China,2018,"32,726 TWh","2,839.26 TWh","22,352.15 TWh","7,534.66 TWh",468 TWh,968 TWh,"4,941 TWh","3,172 TWh"
Colombia,2018,392 TWh,127.30 TWh,45.46 TWh,219.65 TWh,0 TWh,0 TWh,166 TWh,150 TWh
Croatia,2018,72 TWh,26.66 TWh,4.25 TWh,40.70 TWh,0 TWh,4 TWh,27 TWh,20 TWh
Cyprus,2018,,,0.16 TWh,30.94 TWh,1 TWh,1 TWh,,
Czechia,2018,382 TWh,79.83 TWh,186.01 TWh,116.11 TWh,6 TWh,2 TWh,31 TWh,4 TWh
Denmark,2018,136 TWh,31.21 TWh,18.77 TWh,85.59 TWh,3 TWh,37 TWh,61 TWh,0 TWh
Ecuador,2018,149 TWh,7.27 TWh,0.32 TWh,141.70 TWh,0 TWh,0 TWh,57 TWh,55 TWh
Egypt,2018,"1,024 TWh",595.95 TWh,25.39 TWh,402.26 TWh,1 TWh,8 TWh,44 TWh,34 TWh
Estonia,2018,72 TWh,5.00 TWh,49.14 TWh,17.47 TWh,0 TWh,2 TWh,6 TWh,0 TWh
Finland,2018,180 TWh,21.01 TWh,48.88 TWh,110.15 TWh,0 TWh,15 TWh,96 TWh,35 TWh
France,2018,"1,404 TWh",428.38 TWh,95.26 TWh,880.22 TWh,28 TWh,75 TWh,333 TWh,169 TWh
Germany,2018,"2,952 TWh",858.51 TWh,806.69 TWh,"1,286.68 TWh",117 TWh,291 TWh,650 TWh,47 TWh
Greece,2018,279 TWh,52.45 TWh,54.77 TWh,171.97 TWh,10 TWh,17 TWh,45 TWh,15 TWh
Hong Kong,2018,363 TWh,30.17 TWh,74.94 TWh,258.11 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Hungary,2018,218 TWh,96.22 TWh,24.70 TWh,96.89 TWh,2 TWh,2 TWh,13 TWh,1 TWh
Iceland,2018,,,1.33 TWh,13.11 TWh,0 TWh,0 TWh,52 TWh,37 TWh
India,2018,"8,250 TWh",579.96 TWh,"4,981.60 TWh","2,688.06 TWh",96 TWh,160 TWh,733 TWh,370 TWh
Indonesia,2018,"1,975 TWh",445.29 TWh,655.73 TWh,874.40 TWh,0 TWh,1 TWh,168 TWh,57 TWh
Iran,2018,"3,041 TWh","2,126.43 TWh",15.85 TWh,899.01 TWh,1 TWh,2 TWh,29 TWh,26 TWh
Iraq,2018,599 TWh,146.00 TWh,0.00 TWh,452.86 TWh,1 TWh,0 TWh,6 TWh,5 TWh
Ireland,2018,157 TWh,52.11 TWh,16.41 TWh,88.73 TWh,0 TWh,23 TWh,29 TWh,2 TWh
Israel,2018,286 TWh,105.23 TWh,54.78 TWh,125.86 TWh,5 TWh,0 TWh,6 TWh,0 TWh
Italy,2018,"1,525 TWh",692.14 TWh,102.57 TWh,730.33 TWh,60 TWh,47 TWh,329 TWh,129 TWh
Japan,2018,"4,643 TWh","1,157.08 TWh","1,386.60 TWh","2,099.70 TWh",164 TWh,17 TWh,496 TWh,215 TWh
Kazakhstan,2018,774 TWh,166.71 TWh,423.42 TWh,184.10 TWh,0 TWh,1 TWh,29 TWh,27 TWh
Kuwait,2018,462 TWh,211.52 TWh,2.20 TWh,247.83 TWh,0 TWh,0 TWh,,
Latvia,2018,33 TWh,13.72 TWh,0.56 TWh,19.07 TWh,0 TWh,0 TWh,10 TWh,6 TWh
Lithuania,2018,64 TWh,22.39 TWh,2.46 TWh,38.74 TWh,0 TWh,3 TWh,7 TWh,1 TWh
Luxembourg,2018,43 TWh,7.95 TWh,0.49 TWh,34.68 TWh,0 TWh,1 TWh,3 TWh,0 TWh
Malaysia,2018,"1,129 TWh",446.78 TWh,258.94 TWh,423.14 TWh,2 TWh,0 TWh,81 TWh,70 TWh
Mexico,2018,"2,081 TWh",902.74 TWh,157.55 TWh,"1,021.21 TWh",8 TWh,33 TWh,150 TWh,86 TWh
Morocco,2018,225 TWh,10.72 TWh,59.89 TWh,154.05 TWh,3 TWh,10 TWh,17 TWh,4 TWh
Netherlands,2018,958 TWh,355.58 TWh,96.11 TWh,506.29 TWh,10 TWh,28 TWh,59 TWh,0 TWh
New Zealand,2018,160 TWh,45.02 TWh,15.67 TWh,99.47 TWh,0 TWh,5 TWh,98 TWh,69 TWh
North Macedonia,2018,24 TWh,2.43 TWh,10.05 TWh,11.69 TWh,0 TWh,0 TWh,5 TWh,5 TWh
Norway,2018,167 TWh,44.36 TWh,9.29 TWh,113.59 TWh,0 TWh,10 TWh,383 TWh,368 TWh
Oman,2018,376 TWh,249.96 TWh,0.87 TWh,124.87 TWh,0 TWh,0 TWh,,
Pakistan,2018,857 TWh,435.88 TWh,137.65 TWh,283.34 TWh,2 TWh,7 TWh,91 TWh,78 TWh
Peru,2018,225 TWh,80.25 TWh,7.87 TWh,136.59 TWh,2 TWh,4 TWh,94 TWh,81 TWh
Philippines,2018,480 TWh,40.89 TWh,190.14 TWh,249.29 TWh,3 TWh,3 TWh,67 TWh,25 TWh
Poland,2018,"1,148 TWh",199.26 TWh,579.18 TWh,369.84 TWh,1 TWh,34 TWh,71 TWh,5 TWh
Portugal,2018,225 TWh,57.99 TWh,31.67 TWh,135.26 TWh,3 TWh,33 TWh,83 TWh,33 TWh
Qatar,2018,560 TWh,407.13 TWh,0.47 TWh,152.41 TWh,0 TWh,0 TWh,,
Romania,2018,295 TWh,115.63 TWh,59.62 TWh,119.34 TWh,5 TWh,17 TWh,73 TWh,47 TWh
Russia,2018,"7,413 TWh","4,544.99 TWh","1,007.86 TWh","1,860.35 TWh",2 TWh,1 TWh,509 TWh,504 TWh
Saudi Arabia,2018,"3,101 TWh","1,121.00 TWh",1.11 TWh,"1,979.13 TWh",0 TWh,0 TWh,,
Singapore,2018,948 TWh,122.86 TWh,5.55 TWh,819.63 TWh,0 TWh,0 TWh,,
Slovakia,2018,136 TWh,47.42 TWh,38.57 TWh,49.68 TWh,2 TWh,0 TWh,18 TWh,9 TWh
Slovenia,2018,53 TWh,8.53 TWh,12.90 TWh,31.54 TWh,1 TWh,0 TWh,15 TWh,12 TWh
South Africa,2018,"1,355 TWh",44.11 TWh,980.26 TWh,330.77 TWh,12 TWh,17 TWh,34 TWh,3 TWh
South Korea,2018,"3,085 TWh",578.04 TWh,"1,007.75 TWh","1,499.70 TWh",27 TWh,7 TWh,81 TWh,9 TWh
Spain,2018,"1,197 TWh",314.97 TWh,134.02 TWh,748.06 TWh,34 TWh,135 TWh,298 TWh,91 TWh
Sri Lanka,2018,,,15.27 TWh,71.02 TWh,1 TWh,1 TWh,19 TWh,17 TWh
Sweden,2018,187 TWh,10.17 TWh,23.03 TWh,153.67 TWh,1 TWh,44 TWh,264 TWh,164 TWh
Switzerland,2018,155 TWh,33.20 TWh,1.19 TWh,120.71 TWh,5 TWh,0 TWh,105 TWh,92 TWh
Taiwan,2018,"1,269 TWh",236.62 TWh,473.56 TWh,558.85 TWh,7 TWh,5 TWh,30 TWh,12 TWh
Thailand,2018,"1,385 TWh",500.20 TWh,222.67 TWh,661.83 TWh,12 TWh,4 TWh,97 TWh,20 TWh
Trinidad and Tobago,2018,198 TWh,173.75 TWh,0.00 TWh,24.33 TWh,0 TWh,0 TWh,0 TWh,0 TWh
Turkey,2018,"1,504 TWh",472.33 TWh,475.22 TWh,555.96 TWh,21 TWh,53 TWh,264 TWh,159 TWh
Turkmenistan,2018,,283.92 TWh,,79.04 TWh,0 TWh,0 TWh,0 TWh,0 TWh
USSR,2018,,,,,,,,
Ukraine,2018,763 TWh,305.69 TWh,326.28 TWh,130.71 TWh,3 TWh,3 TWh,35 TWh,28 TWh
United Arab Emirates,2018,"1,211 TWh",660.51 TWh,22.33 TWh,527.70 TWh,3 TWh,0 TWh,,
United Kingdom,2018,"1,753 TWh",785.66 TWh,96.79 TWh,870.86 TWh,34 TWh,151 TWh,325 TWh,14 TWh
United States,2018,"22,209 TWh","8,219.63 TWh","3,689.46 TWh","10,299.73 TWh",250 TWh,729 TWh,"2,399 TWh",766 TWh
Uzbekistan,2018,518 TWh,443.98 TWh,23.62 TWh,50.44 TWh,0 TWh,0 TWh,16 TWh,16 TWh
Venezuela,2018,545 TWh,316.19 TWh,0.38 TWh,228.78 TWh,0 TWh,0 TWh,173 TWh,173 TWh
Vietnam,2018,861 TWh,96.60 TWh,439.51 TWh,324.53 TWh,0 TWh,1 TWh,226 TWh,224 TWh
Algeria,2019,692 TWh,450.55 TWh,4.80 TWh,236.95 TWh,2 TWh,0 TWh,2 TWh,0 TWh
Argentina,2019,796 TWh,465.59 TWh,8.12 TWh,321.83 TWh,2 TWh,13 TWh,110 TWh,73 TWh
Australia,2019,"1,531 TWh",440.57 TWh,486.39 TWh,604.19 TWh,48 TWh,51 TWh,149 TWh,37 TWh
Austria,2019,277 TWh,89.00 TWh,33.94 TWh,153.58 TWh,4 TWh,20 TWh,152 TWh,108 TWh
Azerbaijan,2019,175 TWh,117.89 TWh,0.01 TWh,56.82 TWh,0 TWh,0 TWh,5 TWh,4 TWh
Bangladesh,2019,480 TWh,309.34 TWh,48.06 TWh,122.23 TWh,1 TWh,0 TWh,3 TWh,2 TWh
Belarus,2019,306 TWh,191.64 TWh,15.47 TWh,99.36 TWh,0 TWh,0 TWh,2 TWh,1 TWh
Belgium,2019,569 TWh,173.87 TWh,35.96 TWh,358.85 TWh,11 TWh,26 TWh,60 TWh,1 TWh
Brazil,2019,"1,838 TWh",357.33 TWh,179.51 TWh,"1,301.59 TWh",18 TWh,148 TWh,"1,654 TWh","1,049 TWh"
Bulgaria,2019,147 TWh,28.31 TWh,59.15 TWh,59.42 TWh,4 TWh,3 TWh,23 TWh,8 TWh
Canada,2019,"2,636 TWh","1,168.62 TWh",170.18 TWh,"1,297.28 TWh",11 TWh,87 TWh,"1,161 TWh","1,006 TWh"
Chile,2019,363 TWh,65.13 TWh,87.08 TWh,210.55 TWh,17 TWh,13 TWh,111 TWh,57 TWh
China,2019,"33,921 TWh","3,083.77 TWh","22,922.24 TWh","7,915.18 TWh",590 TWh,"1,068 TWh","5,403 TWh","3,354 TWh"
Colombia,2019,402 TWh,128.71 TWh,53.64 TWh,219.41 TWh,0 TWh,0 TWh,161 TWh,143 TWh
Croatia,2019,73 TWh,27.98 TWh,4.90 TWh,39.72 TWh,0 TWh,4 TWh,23 TWh,15 TWh
Cyprus,2019,,,0.19 TWh,30.79 TWh,1 TWh,1 TWh,,
Czechia,2019,368 TWh,83.25 TWh,167.36 TWh,117.60 TWh,6 TWh,2 TWh,33 TWh,5 TWh
Denmark,2019,125 TWh,28.98 TWh,10.58 TWh,85.66 TWh,3 TWh,43 TWh,67 TWh,0 TWh
Ecuador,2019,144 TWh,6.50 TWh,0.10 TWh,137.31 TWh,0 TWh,0 TWh,67 TWh,65 TWh
Egypt,2019,994 TWh,590.39 TWh,22.94 TWh,380.20 TWh,4 TWh,13 TWh,54 TWh,37 TWh
Estonia,2019,56 TWh,4.66 TWh,35.81 TWh,15.59 TWh,0 TWh,2 TWh,7 TWh,0 TWh
Finland,2019,171 TWh,20.34 TWh,41.05 TWh,109.33 TWh,0 TWh,16 TWh,96 TWh,33 TWh
France,2019,"1,384 TWh",436.62 TWh,74.54 TWh,872.81 TWh,31 TWh,91 TWh,333 TWh,148 TWh
Germany,2019,"2,812 TWh",892.83 TWh,624.22 TWh,"1,294.74 TWh",119 TWh,332 TWh,696 TWh,52 TWh
Greece,2019,272 TWh,57.58 TWh,37.18 TWh,177.20 TWh,12 TWh,19 TWh,45 TWh,11 TWh
Hong Kong,2019,344 TWh,31.16 TWh,71.77 TWh,241.28 TWh,0 TWh,0 TWh,1 TWh,0 TWh
Hungary,2019,218 TWh,98.44 TWh,21.39 TWh,97.93 TWh,4 TWh,2 TWh,16 TWh,1 TWh
Iceland,2019,,,1.31 TWh,11.10 TWh,0 TWh,0 TWh,51 TWh,35 TWh
India,2019,"8,357 TWh",592.50 TWh,"4,989.02 TWh","2,775.68 TWh",122 TWh,167 TWh,839 TWh,427 TWh
Indonesia,2019,"2,093 TWh",439.99 TWh,801.23 TWh,852.24 TWh,0 TWh,1 TWh,191 TWh,56 TWh
Iran,2019,"3,149 TWh","2,183.90 TWh",18.93 TWh,946.34 TWh,1 TWh,2 TWh,93 TWh,89 TWh
Iraq,2019,627 TWh,194.92 TWh,0.00 TWh,432.34 TWh,1 TWh,0 TWh,14 TWh,13 TWh
Ireland,2019,154 TWh,53.16 TWh,11.74 TWh,88.72 TWh,0 TWh,26 TWh,34 TWh,2 TWh
Israel,2019,293 TWh,107.72 TWh,57.90 TWh,127.13 TWh,8 TWh,0 TWh,9 TWh,0 TWh
Italy,2019,"1,494 TWh",707.91 TWh,77.53 TWh,709.05 TWh,62 TWh,53 TWh,325 TWh,122 TWh
Japan,2019,"4,478 TWh","1,081.23 TWh","1,362.59 TWh","2,033.96 TWh",179 TWh,18 TWh,497 TWh,194 TWh
Kazakhstan,2019,785 TWh,197.04 TWh,400.92 TWh,186.80 TWh,1 TWh,2 TWh,29 TWh,26 TWh
Kuwait,2019,420 TWh,183.73 TWh,2.02 TWh,234.27 TWh,0 TWh,0 TWh,,
Latvia,2019,35 TWh,13.12 TWh,0.48 TWh,21.90 TWh,0 TWh,0 TWh,9 TWh,6 TWh
Lithuania,2019,63 TWh,21.57 TWh,2.31 TWh,39.04 TWh,0 TWh,4 TWh,8 TWh,1 TWh
Luxembourg,2019,44 TWh,7.96 TWh,0.53 TWh,35.06 TWh,0 TWh,1 TWh,4 TWh,0 TWh
Malaysia,2019,"1,157 TWh",452.15 TWh,244.73 TWh,459.97 TWh,4 TWh,0 TWh,84 TWh,69 TWh
Mexico,2019,"2,056 TWh",933.89 TWh,150.41 TWh,972.06 TWh,26 TWh,44 TWh,155 TWh,62 TWh
Morocco,2019,244 TWh,10.13 TWh,77.49 TWh,156.34 TWh,4 TWh,12 TWh,20 TWh,3 TWh
Netherlands,2019,940 TWh,371.44 TWh,74.67 TWh,494.33 TWh,14 TWh,30 TWh,71 TWh,0 TWh
New Zealand,2019,167 TWh,48.04 TWh,17.08 TWh,101.95 TWh,0 TWh,6 TWh,97 TWh,67 TWh
North Macedonia,2019,27 TWh,2.84 TWh,11.91 TWh,12.73 TWh,0 TWh,0 TWh,4 TWh,3 TWh
Norway,2019,164 TWh,45.75 TWh,9.07 TWh,109.58 TWh,0 TWh,15 TWh,351 TWh,330 TWh
Oman,2019,373 TWh,249.97 TWh,0.98 TWh,122.14 TWh,0 TWh,0 TWh,,
Pakistan,2019,852 TWh,444.73 TWh,156.56 TWh,250.63 TWh,2 TWh,8 TWh,107 TWh,95 TWh
Peru,2019,231 TWh,82.11 TWh,8.19 TWh,140.83 TWh,2 TWh,4 TWh,95 TWh,83 TWh
Philippines,2019,500 TWh,42.16 TWh,203.31 TWh,254.30 TWh,3 TWh,3 TWh,64 TWh,21 TWh
